,Description,Price,Rating,ReviewCount,Url,Url_img,Brand
3618,Mens PR 100 Stainless Steel Dress Watch Grey T1014171105101 Black,394.99,0.0,2,https://www.amazon.ca/Tissot-Stainless-Steel-Dress-T1014171105101/dp/B07RFNSTHR/ref=sr_1_3043?keywords=watch&qid=1655330946&s=fashion&sr=1-3043,https://m.media-amazon.com/images/I/51skbBNYLZL._AC_UL320_.jpg,Tissot
3619,Men's W-800HM-7AVCF Classic Digital Display Quartz Black Watch,39.19,4.0,94,https://www.amazon.ca/Casio-W-800HM-7AVCF-Classic-Digital-Display/dp/B07GBD2VYG/ref=sr_1_3044?keywords=watch&qid=1655330946&s=fashion&sr=1-3044,https://m.media-amazon.com/images/I/61B2h6qy6WL._AC_UL320_.jpg,Casio
3626,"Men's Year-Round Automatic Watch with Stainless Steel Strap, Grey, 22 (Model: SNKL51K1)",138.54,4.1,24,https://www.amazon.ca/Seiko-SNKL51K-Silver-Stainless-Steel-Automatic/dp/B008EX2SR8/ref=sr_1_3052?keywords=watch&qid=1655330946&s=fashion&sr=1-3052,https://m.media-amazon.com/images/I/61+jNDB5pML._AC_UL320_.jpg,Seiko
3627,Ironman Essential Urban Analog 38mm Watch,75.37,4.4,422,https://www.amazon.ca/Timex-TW5M17300-Ironman-Essential-Silicone/dp/B079J9R4J8/ref=sr_1_3053?keywords=watch&qid=1655330946&s=fashion&sr=1-3053,https://m.media-amazon.com/images/I/71tjNkTqt+L._AC_UL320_.jpg,Timex
3629,Solar Mens Analogue Solar Watch with Stainless-Steel Bracelet SSC723P1,349.88,3.9,13,https://www.amazon.ca/Seiko-Analogue-Stainless-Steel-Bracelet-SSC723P1/dp/B07MZ7RFHL/ref=sr_1_3056?keywords=watch&qid=1655330946&s=fashion&sr=1-3056,https://m.media-amazon.com/images/I/61qIU7VJmEL._AC_UL320_.jpg,Seiko
3630,Men's KC50779007 Brown Watch,157.19,3.9,5,https://www.amazon.ca/Kenneth-Cole-KC50779007-Brown-Watch/dp/B07J5QMPGM/ref=sr_1_3057?keywords=watch&qid=1655330946&s=fashion&sr=1-3057,https://m.media-amazon.com/images/I/81SATeScZWS._AC_UL320_.jpg,Kenneth Cole
3631,SRPG37 Seiko 5 Sports Men's Watch Black 39.4mm Stainless Steel,356.13,4.1,13,https://www.amazon.ca/Seiko-SRPG37-Sports-39-4mm-Stainless/dp/B0977J8LZK/ref=sr_1_3058?keywords=watch&qid=1655330946&s=fashion&sr=1-3058,https://m.media-amazon.com/images/I/61bCm5igHZS._AC_UL320_.jpg,Seiko
3632,Men's 3644 Speedway Collection Cougar Chronograph Watch,111.03,4.4,1169,https://www.amazon.ca/Invicta-Speedway-Collection-Cougar-Chronograph/dp/B000UQ23OU/ref=sr_1_3059?keywords=watch&qid=1655330946&s=fashion&sr=1-3059,https://m.media-amazon.com/images/I/81DnAsPy1qS._AC_UL320_.jpg,INVICTA
3635,Wooden Watches Dual Display Quartz Watch for Men LED Digital Army Military Sport Wristwatch,46.99,4.2,33,https://www.amazon.ca/BOBO-Watches-Display-Military-Wristwatch/dp/B07GV7SS67/ref=sr_1_3063?keywords=watch&qid=1655330946&s=fashion&sr=1-3063,https://m.media-amazon.com/images/I/81ObhP+dvfL._AC_UL320_.jpg,BOBO BIRD
3636,Men's 1772 Pro Diver Collection Chronograph Watch,88.36,4.0,154,https://www.amazon.ca/Invicta-1772-Diver-Collection-Chronograph/dp/B005FN10KQ/ref=sr_1_3064?keywords=watch&qid=1655330946&s=fashion&sr=1-3064,https://m.media-amazon.com/images/I/81LBxuIDMeL._AC_UL320_.jpg,INVICTA
3637,Men's BAMF,327.92,4.0,243,https://www.amazon.ca/Diesel-Quartz-Stainless-Steel-Automatic/dp/B01AU7LCXQ/ref=sr_1_3065?keywords=watch&qid=1655330946&s=fashion&sr=1-3065,https://m.media-amazon.com/images/I/617CCUmCReL._AC_UL320_.jpg,Diesel
3639,Men's 96A185 Curv Blue Watch,453.55,4.7,24,https://www.amazon.ca/Bulova-Collection-Quartz-Stainless-Casual/dp/B01HU1OZIE/ref=sr_1_3067?keywords=watch&qid=1655330946&s=fashion&sr=1-3067,https://m.media-amazon.com/images/I/91kypLjHAXL._AC_UL320_.jpg,Bulova
3640,"Digital Outdoor Sports Watch with Stopwatches, Waterproof, Unisex Ultra-Thin Wristwatch",49.95,4.1,7,https://www.amazon.ca/EZON-Stopwatches-Waterproof-Ultra-Thin-Wristwatch/dp/B07PQBX26Q/ref=sr_1_3068?keywords=watch&qid=1655330946&s=fashion&sr=1-3068,https://m.media-amazon.com/images/I/71tM9oo091L._AC_UL320_.jpg,EZON
3642,"Mens Watch,Automatic Self-Winding Mechanical Skeleton Stainless Steel Waterproof Diamond Dial Wrist Watch Black",55.12,4.4,22,https://www.amazon.ca/Automatic-Self-Winding-Mechanical-Stainless-Waterproof/dp/B0986SV7VQ/ref=sr_1_3071?keywords=watch&qid=1655330946&s=fashion&sr=1-3071,https://m.media-amazon.com/images/I/71Bb1-VpT-L._AC_UL320_.jpg,A ALPS
3643,Men's Analog Quartz Watch with Polished Silver Stainless Steel Bracelet (Model: GW0215G1),112.5,4.2,6,https://www.amazon.ca/Guess-Analog-Polished-Stainless-Bracelet/dp/B08HS7KDP7/ref=sr_1_3073?keywords=watch&qid=1655330946&s=fashion&sr=1-3073,https://m.media-amazon.com/images/I/81lFJgB8vML._AC_UL320_.jpg,Guess
3644,"Men's Octava // 98C133, Two Tone Rose",379.07,4.4,66,https://www.amazon.ca/Bulova-Dress-Watch-Model-98C133/dp/B07QS6NRTL/ref=sr_1_3074?keywords=watch&qid=1655330946&s=fashion&sr=1-3074,https://m.media-amazon.com/images/I/81UHmlmdAOL._AC_UL320_.jpg,Bulova
3645,"Men's Madrid Quartz Watch with Stainless Steel Strap, Silver, 22 (Model: 2011067)",199.26,4.0,34,https://www.amazon.ca/Lacoste-Madrid-Quartz-Stainless-Silver/dp/B085Z8HRDL/ref=sr_1_3075?keywords=watch&qid=1655330946&s=fashion&sr=1-3075,https://m.media-amazon.com/images/I/61jtexKZiRL._AC_UL320_.jpg,Lacoste
3646,Unisex AX1327 Outerbanks Analog Display Analog Quartz Blue Watch,111.36,4.0,515,https://www.amazon.ca/Armani-Exchange-AX1327-Outerbanks-Display/dp/B016Q1C3SS/ref=sr_1_3076?keywords=watch&qid=1655330946&s=fashion&sr=1-3076,https://m.media-amazon.com/images/I/61L+JS+82KL._AC_UL320_.jpg,Armani Exchange
3647,Men's 50mm I Force Quartz Chronograph Black Dial Black & Yellow Tone Silicone Strap Watch,109.63,4.6,38,https://www.amazon.ca/Invicta-Quartz-Chronograph-Yellow-Silicone/dp/B08R8FMX3R/ref=sr_1_3077?keywords=watch&qid=1655330946&s=fashion&sr=1-3077,https://m.media-amazon.com/images/I/71Xc5s-jGdL._AC_UL320_.jpg,INVICTA
3649,Women's SWL001 Braille Black Leather Strap Watch,241.45,2.0,2,https://www.amazon.ca/Seiko-Womens-SWL001-Braille-Leather/dp/B00021C41A/ref=sr_1_3079?keywords=watch&qid=1655330946&s=fashion&sr=1-3079,https://m.media-amazon.com/images/I/71ZzY0ZsRaL._AC_UL320_.jpg,Seiko
3666,Automatic Sports Diver's 200m Sapphire Pepsi Blue Dial Steel Watch RA-AC0K03L,303.7,4.7,154,https://www.amazon.ca/Orient-Automatic-Sports-Sapphire-RA-AC0K03L/dp/B08HDMTLV2/ref=sr_1_3088?keywords=watch&qid=1655330947&s=fashion&sr=1-3088,https://m.media-amazon.com/images/I/61JOoDtnT8L._AC_UL320_.jpg,Orient
3667,Gents Watch G-Shock GA-100-1A2ER,215.0,4.0,2414,https://www.amazon.ca/Casio-Gents-Watch-G-Shock-GA-100-1A2ER/dp/B0039YOHYY/ref=sr_1_3090?keywords=watch&qid=1655330947&s=fashion&sr=1-3090,https://m.media-amazon.com/images/I/61WKF-fUg2L._AC_UL320_.jpg,Casio
3668,"Classic Big Face Wrist Watches,Men Business Watches Dress Watch with Day,Green/Black/White/Blue Face,Flywheel Multifunction Luminous Men Stainless Steel Wristwatch",48.06,4.2,954,https://www.amazon.ca/Stainless-Luminous-Waterproof-Clearance-Wristwatch/dp/B07VB8PJLD/ref=sr_1_3091?keywords=watch&qid=1655330947&s=fashion&sr=1-3091,https://m.media-amazon.com/images/I/61l0IiEtGEL._AC_UL320_.jpg,OLEVS
3674,Men's KC50800001 Black Watch,101.54,4.7,4,https://www.amazon.ca/Kenneth-Cole-KC50800001-Black-Watch/dp/B07JVNS55K/ref=sr_1_3098?keywords=watch&qid=1655330947&s=fashion&sr=1-3098,https://m.media-amazon.com/images/I/918qX6cpB-L._AC_UL320_.jpg,Kenneth Cole
3675,Watches Mens CA0649-14E Eco-Drive,318.99,4.6,867,https://www.amazon.ca/Citizen-CA0649-14E-Eco-Drive-Display-Japanese/dp/B06XYSK4QP/ref=sr_1_3099?keywords=watch&qid=1655330947&s=fashion&sr=1-3099,https://m.media-amazon.com/images/I/81lA8R48f-L._AC_UL320_.jpg,Citizen
3676,Watches Mens BN0191-55L Eco-Drive,322.35,4.6,304,https://www.amazon.ca/Citizen-Eco-Drive-Quartz-Stainless-Diving/dp/B071FBZLWN/ref=sr_1_3100?keywords=watch&qid=1655330947&s=fashion&sr=1-3100,https://m.media-amazon.com/images/I/81tsBpWruuL._AC_UL320_.jpg,Citizen
3677,"Men's Pro Diver Automatic Watch with Stainless Steel Strap, Silver, 22 (Model: 21867)",161.63,4.0,169,https://www.amazon.ca/INVICTA-DIVER-BRACELET-AUTOMATIC-21867/dp/B01MG8U43L/ref=sr_1_3101?keywords=watch&qid=1655330947&s=fashion&sr=1-3101,https://m.media-amazon.com/images/I/91KTvAqPl4L._AC_UL320_.jpg,INVICTA
3678,"Hugo by Hugo Boss Men's Stainless Steel Quartz Watch with Leather Strap, Black, 20 (Model: 1530115)",167.7,0.0,5,https://www.amazon.ca/HUGO-Hugo-Boss-Stainless-Leather/dp/B00FIW2IAA/ref=sr_1_3102?keywords=watch&qid=1655330947&s=fashion&sr=1-3102,https://m.media-amazon.com/images/I/81DrD4MRhmL._AC_UL320_.jpg,Hugo Boss
3679,"Men's Classic Watch W210-1BV , Grey , One Size",33.15,4.4,92,https://www.amazon.ca/Casio-Mens-Classic-Watch-W210-1BV/dp/B000AQVS82/ref=sr_1_3103?keywords=watch&qid=1655330947&s=fashion&sr=1-3103,https://m.media-amazon.com/images/I/91SAjh0dOjL._AC_UL320_.jpg,Casio
3681,T-Sport T-Race Chronograph - T1154173706103,505.95,4.4,36,https://www.amazon.ca/Tissot-T1154173706103-TISSOT-T-Race-T115-417-37-061-03/dp/B07JVRF8CL/ref=sr_1_3105?keywords=watch&qid=1655330947&s=fashion&sr=1-3105,https://m.media-amazon.com/images/I/61pez8w-GyL._AC_UL320_.jpg,Tissot
3682,Men's Classic Sutton - 97A138,420.35,4.8,48,https://www.amazon.ca/Bulova-Classic-Sutton-Automatic-97A138/dp/B07DVKWHRP/ref=sr_1_3107?keywords=watch&qid=1655330947&s=fashion&sr=1-3107,https://m.media-amazon.com/images/I/81DsCIfCwIL._AC_UL320_.jpg,Bulova
3683,"Men's Stainless Steel Japanese Quartz Dress Watch with Rubber Strap, Black, 10 (Model: SSC811)",471.38,0.0,1,https://www.amazon.ca/Seiko-Stainless-Japanese-Quartz-Rubber/dp/B09GW4GY83/ref=sr_1_3108?keywords=watch&qid=1655330947&s=fashion&sr=1-3108,https://m.media-amazon.com/images/I/71heeZ8LLaL._AC_UL320_.jpg,Seiko
3684,Men's Casual Analog Black Dial Black Band Watch (Model: CA4285-84E),173.95,4.7,43,https://www.amazon.ca/Citizen-Casual-Analog-Black-Watch/dp/B07HM7LKK4/ref=sr_1_3109?keywords=watch&qid=1655330947&s=fashion&sr=1-3109,https://m.media-amazon.com/images/I/51U2wIM4FSL._AC_UL320_.jpg,Citizen
3685,"Men's Quartz Multifunction Stainless Steel and Link Bracelet Watch, Color: Black (Model: 1791879)",165.75,0.0,5,https://www.amazon.ca/Tommy-Hilfiger-Quartz-Watch-Stainless/dp/B09BBPPSLM/ref=sr_1_3110?keywords=watch&qid=1655330947&s=fashion&sr=1-3110,https://m.media-amazon.com/images/I/81RPSKbuRVS._AC_UL320_.jpg,Tommy Hilfiger
3686,Men's G Shock Stainless Watch,135.48,4.3,84,https://www.amazon.ca/Casio-MTGM900DA-G-Shock-Stainless-Digital/dp/B0094BKASS/ref=sr_1_3111?keywords=watch&qid=1655330947&s=fashion&sr=1-3111,https://m.media-amazon.com/images/I/61SdXroVYBL._AC_UL320_.jpg,Casio
3687,IP Gold Plating Steel Roman Numeral Dail with Rhinestones Mens Wrist Watches for Man,25.99,3.8,44,https://www.amazon.ca/Plating-Steel-Numeral-Rhinestones-Watches/dp/B083KCB1Z7/ref=sr_1_3112?keywords=watch&qid=1655330947&s=fashion&sr=1-3112,https://m.media-amazon.com/images/I/61UxfGFrBtL._AC_UL320_.jpg,DREAMING Q&P
3689,"Men's Automatic Watch Mechanical Analog Waterproof Wrist Watches Casual Dress Watches for Men, White Silver, Mechanical,Automatic Watch",109.99,4.1,47,https://www.amazon.ca/LACZ-DENTON-Automatic-Mechanical-Waterproof/dp/B08V4SDCX8/ref=sr_1_3115?keywords=watch&qid=1655330947&s=fashion&sr=1-3115,https://m.media-amazon.com/images/I/61GlKQaCuIL._AC_UL320_.jpg,LACZ DENTON
3690,"Men's FB-01 Stainless Steel Dive-Inspired Casual Quartz Chronograph Watch, Silver/Blue/Black, One Size, Fb-01 Chrono Chronograph Stainless Steel Watch FS5827",128.55,4.3,21,https://www.amazon.ca/Fossil-FB-01-Quartz-Stainless-Silver/dp/B08YWM1SSY/ref=sr_1_3116?keywords=watch&qid=1655330947&s=fashion&sr=1-3116,https://m.media-amazon.com/images/I/81Rx6RrDxHL._AC_UL320_.jpg,Fossil
3692,Men's AW80-1AV Forester Ana-Digi Databank 10-Year Battery Watch,58.61,4.2,760,https://www.amazon.ca/Casio-AW80-1AV-Forester-Ana-Digi-Databank/dp/B000GB1R78/ref=sr_1_3119?keywords=watch&qid=1655330947&s=fashion&sr=1-3119,https://m.media-amazon.com/images/I/61pe+RN14+L._AC_UL320_.jpg,Casio
3694,Men's Sport Bezel Watch with Yellow Canvas Wrist Band,96.92,3.8,45,https://www.amazon.ca/Peugeot-Yellow-Canvas-Quartz-Metal/dp/B01L9SWIUQ/ref=sr_1_3121?keywords=watch&qid=1655330947&s=fashion&sr=1-3121,https://m.media-amazon.com/images/I/71e+DMh6g8L._AC_UL320_.jpg,Peugeot
3695,Men's Classic,246.51,4.1,10,https://www.amazon.ca/SKAGEN-SKW6711-Skagen-Mens-Classic/dp/B08QLN6JV8/ref=sr_1_3122?keywords=watch&qid=1655330947&s=fashion&sr=1-3122,https://m.media-amazon.com/images/I/81vVGhk-qpL._AC_UL320_.jpg,SKAGEN
3696,Marvel Punisher Quartz Gunmetal Dial Men's Watch 32420,184.89,4.6,50,https://www.amazon.ca/Invicta-Marvel-Punisher-Quartz-Gunmetal/dp/B08HJJPZC6/ref=sr_1_3123?keywords=watch&qid=1655330947&s=fashion&sr=1-3123,https://m.media-amazon.com/images/I/61bgJPvLe0S._AC_UL320_.jpg,INVICTA
3697,"Men's Quartz Watch with Stainless-Steel Strap, Silver, 20 (Model: 43B157)",133.87,4.3,10,https://www.amazon.ca/Caravelle-Quartz-Stainless-Steel-Silver-Toned/dp/B07642FLRJ/ref=sr_1_3124?keywords=watch&qid=1655330947&s=fashion&sr=1-3124,https://m.media-amazon.com/images/I/61Sd9FW9OSL._AC_UL320_.jpg,Caravelle designed by Bulova
3698,"Men's Tribute Collection Analog Quartz Watch with Stainless Steel Strap, Black, 20 (Model: TWZHLIGMMYZ)",114.99,4.0,3,https://www.amazon.ca/Timex-Tribute-Collection-Analog-Stainless/dp/B07BZMZ56J/ref=sr_1_3125?keywords=watch&qid=1655330947&s=fashion&sr=1-3125,https://m.media-amazon.com/images/I/616oWjBgYqL._AC_UL320_.jpg,Timex
3699,"Eco-Drive Axiom Mens Stainless Steel Watch, Silver Stainless Steel Band, (Model: BJ6510-51L)",259.98,4.0,2,https://www.amazon.ca/Citizen-Eco-Drive-Axiom-Stainless-Silver/dp/B08HQWF3G2/ref=sr_1_3126?keywords=watch&qid=1655330947&s=fashion&sr=1-3126,https://m.media-amazon.com/images/I/81cYyCnubiL._AC_UL320_.jpg,Citizen
3700,"Talking Wrist Watch, English Speaking Talking Watch for Blind People or Visually Impaired People or the Elderly with Alarm of Quartz",35.98,3.6,26,https://www.amazon.ca/Talking-Speaking-Visually-Impaired-Quartz-Leather/dp/B077LSJC3C/ref=sr_1_3127?keywords=watch&qid=1655330947&s=fashion&sr=1-3127,https://m.media-amazon.com/images/I/61yh53JBt7L._AC_UL320_.jpg,Huanxi
3701,Men's 21393 I-Force Analog Display Quartz Brown Watch,76.83,4.3,19,https://www.amazon.ca/Invicta-21393-I-Force-Analog-Display/dp/B011N5PIS4/ref=sr_1_3128?keywords=watch&qid=1655330947&s=fashion&sr=1-3128,https://m.media-amazon.com/images/I/918WdH3S3JL._AC_UL320_.jpg,INVICTA
3716,STANDARD SOLAR STOP WATCH SVAJ005 (Japan Import),122.98,4.4,51,https://www.amazon.ca/SEIKO-STANDARD-SOLAR-WATCH-SVAJ005/dp/B00ETOUGS4/ref=sr_1_3131?keywords=watch&qid=1655330949&s=fashion&sr=1-3131,https://m.media-amazon.com/images/I/71ygeVsjhcL._AC_UL320_.jpg,Seiko
3718,Unisex Everytime Swissmatic - T1094071103200,399.0,4.0,23,https://www.amazon.ca/Tissot-Everytime-Swissmatic-Automatic-T109-407-11-032-00/dp/B07DWJ4911/ref=sr_1_3133?keywords=watch&qid=1655330949&s=fashion&sr=1-3133,https://m.media-amazon.com/images/I/61CGVYfJsSL._AC_UL320_.jpg,Tissot
3719,Men's Analog and Digital Quartz Black Watch (Model:AEQ-110W-1AVCF),44.0,4.4,613,https://www.amazon.ca/Casio-Analog-Digital-Quartz-Black/dp/B01D0YCYRO/ref=sr_1_3134?keywords=watch&qid=1655330949&s=fashion&sr=1-3134,https://m.media-amazon.com/images/I/61VnK0WEUCL._AC_UL320_.jpg,Casio
3721,lz120 Rome Mens Analogue Swiss-Quartz Watch with Calfskin Bracelet 7134-2,378.0,4.2,5,https://www.amazon.ca/Zeppelin-87354083-Serie-LZ120-Rome/dp/B076B24FWZ/ref=sr_1_3136?keywords=watch&qid=1655330949&s=fashion&sr=1-3136,https://m.media-amazon.com/images/I/6102PSpjNJL._AC_UL320_.jpg,Zeppelin
3723,"Armani Exchange AX Men's Stainless Steel Quartz Dress Watch, Gray Gift Set,",210.0,4.0,19,https://www.amazon.ca/Armani-Exchange-Stainless-Three-Hand-Gunmetal/dp/B0915H3854/ref=sr_1_3139?keywords=watch&qid=1655330949&s=fashion&sr=1-3139,https://m.media-amazon.com/images/I/61DpARNLqWL._AC_UL320_.jpg,A|X Armani Exchange
3728,Luxury Men's Bellwether Wrist Watch - Mesh Watch Band - 43mm Chronograph Watch - Japanese Quartz Movement,182.11,4.0,176,https://www.amazon.ca/Vincero-Luxury-BellwhethBlack-Reder-Wrist/dp/B0711DQPJS/ref=sr_1_3145?keywords=watch&qid=1655330949&s=fashion&sr=1-3145,https://m.media-amazon.com/images/I/81D7GRSzCJL._AC_UL320_.jpg,VINCERO
3729,Men's 201925GYBN Round Two-Tone Black Leather Dress Watch,30.0,4.4,390,https://www.amazon.ca/Armitron-201925GYBN-Round-Two-Tone-Leather/dp/B000K3DTCS/ref=sr_1_3146?keywords=watch&qid=1655330949&s=fashion&sr=1-3146,https://m.media-amazon.com/images/I/81oNfEhJRFL._AC_UL320_.jpg,Armitron
3730,"Men's 'Classic' Quartz Resin Automatic Watch, Color:Black (Model: MRW200H-2B2V)",28.87,4.0,1182,https://www.amazon.ca/Casio-Classic-Quartz-Resin-Automatic/dp/B01BY7I1FI/ref=sr_1_3147?keywords=watch&qid=1655330949&s=fashion&sr=1-3147,https://m.media-amazon.com/images/I/91ZFJe4AI6L._AC_UL320_.jpg,Casio
3731,"C-Black, Casual Watch (Model: SB03100)",140.5,4.3,19,https://www.amazon.ca/Swatch-C-Black-Casual-Watch-Model/dp/B092LL981W/ref=sr_1_3148?keywords=watch&qid=1655330949&s=fashion&sr=1-3148,https://m.media-amazon.com/images/I/51c9roIGKlL._AC_UL320_.jpg,Swatch
3732,Seaforce Watch with Black Dial and Black Silicone Strap,315.0,0.0,4,https://www.amazon.ca/Wenger-Stainless-Steel-Quartz-Silicone/dp/B086FF5343/ref=sr_1_3149?keywords=watch&qid=1655330949&s=fashion&sr=1-3149,https://m.media-amazon.com/images/I/71GfDI2ea6L._AC_UL320_.jpg,WENGER
3733,Men's Watch Rose Gold Minimalist Men's Business Casual Wrist Quartz Watch Swiss Brand Waterproof Leather Band Watches for Men,69.99,4.2,16,https://www.amazon.ca/BRIGADA-Minimalist-Japanese-Movement-Waterproof/dp/B074DQ1GD7/ref=sr_1_3150?keywords=watch&qid=1655330949&s=fashion&sr=1-3150,https://m.media-amazon.com/images/I/61resd+Fs7L._AC_UL320_.jpg,BRIGADA
3734,Men's Silver Tone Stainless Steel Chronograph with Date Calendar,243.1,0.0,11,https://www.amazon.ca/Seiko-Japanese-Quartz-Stainless-Silver/dp/B07T4LZCG5/ref=sr_1_3151?keywords=watch&qid=1655330949&s=fashion&sr=1-3151,https://m.media-amazon.com/images/I/71+eXed605L._AC_UL320_.jpg,Seiko
3735,Classic Museum 0607312 Black Dial Leather Strap Men's Watch,399.0,4.7,54,https://www.amazon.ca/Movado-Classic-Museum-0607312-Leather/dp/B08TRNTP7V/ref=sr_1_3152?keywords=watch&qid=1655330949&s=fashion&sr=1-3152,https://m.media-amazon.com/images/I/71vEzLfWobL._AC_UL320_.jpg,Movado
3736,Automatic Skeleton Mens Watches Luxury Wristwatch Mechanical Self-Winding Sapphire Crystal Tungsten Steel Watches 50M Waterproof Luminous No Battery Watches,374.6,4.0,17,https://www.amazon.ca/Automatic-Skeleton-Tourbillon-Waterproof-Wristwatches/dp/B08PRZZH2P/ref=sr_1_3153?keywords=watch&qid=1655330949&s=fashion&sr=1-3153,https://m.media-amazon.com/images/I/81rYRT4IYPL._AC_UL320_.jpg,OLEVS
3737,| Men’s Komandirskie Signal Corps Commander Russian Army | 296 Series Military Style Mechanical Watch,76.0,4.0,9,https://www.amazon.ca/VOSTOK-Komandirskie-Commander-Military-Mechanical/dp/B08R68YWL9/ref=sr_1_3154?keywords=watch&qid=1655330949&s=fashion&sr=1-3154,https://m.media-amazon.com/images/I/71FbUZmMQLL._AC_UL320_.jpg,VOSTOK
3738,DZ1902 WATCH,107.24,4.0,179,https://www.amazon.ca/Diesel-DZ1902-DIESEL-WATCH/dp/B07YLS3SRG/ref=sr_1_3155?keywords=watch&qid=1655330949&s=fashion&sr=1-3155,https://m.media-amazon.com/images/I/81rKs-M4WFL._AC_UL320_.jpg,Diesel
3739,Originals Watches Archive_M1. Men’s 70’s Style Stainless Steel Digital Watch with 5 Link Bracelet (36 mm) -Silver/White/Green,77.03,3.9,21,https://www.amazon.ca/adidas-Originals-Archive_M1-Stainless-Bracelet/dp/B07VNHK8YV/ref=sr_1_3156?keywords=watch&qid=1655330949&s=fashion&sr=1-3156,https://m.media-amazon.com/images/I/71TTAQWRiuL._AC_UL320_.jpg,adidas
3741,Men's 1791482 Denim Analog Display Quartz Blue Watch,128.99,4.6,259,https://www.amazon.ca/Tommy-Hilfiger-Denim-Analog-1791482/dp/B07D26BKL7/ref=sr_1_3158?keywords=watch&qid=1655330949&s=fashion&sr=1-3158,https://m.media-amazon.com/images/I/71jlh28+ROL._AC_UL320_.jpg,Tommy Hilfiger
3742,"Transformation Quartz Silicone Strap, White, 16 Casual Watch (Model: GE714)",95.0,4.3,79,https://www.amazon.ca/Swatch-Transformation-Quartz-Silicone-Casual/dp/B07NCCGL53/ref=sr_1_3159?keywords=watch&qid=1655330949&s=fashion&sr=1-3159,https://m.media-amazon.com/images/I/71Lvo+Fff0L._AC_UL320_.jpg,Swatch
3743,Men's Process SP1 Watch - Z10-126,108.83,3.0,13,https://www.amazon.ca/Adidas-Analogue-Quartz-Silicone-Z10-126-00/dp/B07DLCDQDN/ref=sr_1_3160?keywords=watch&qid=1655330949&s=fashion&sr=1-3160,https://m.media-amazon.com/images/I/51UIBMKQYTL._AC_UL320_.jpg,adidas
3744,Pagani Design 1701 Men's Watches Quartz Men Chronograph Stainless Steel Sports Watches for Mens Waterproof Watches Japan VK63 Movement,154.78,4.2,6,https://www.amazon.ca/Chronograph-Stainless-Waterproof-Movement-PD-black-V3/dp/B09ZV486MF/ref=sr_1_3161?keywords=watch&qid=1655330949&s=fashion&sr=1-3161,https://m.media-amazon.com/images/I/71MpQdW4Z8L._AC_UL320_.jpg,BY BENYAR
3745,Casio Men's G-Shock Master of G MUDMASTER GWG-100-1A8JF,438.0,4.4,180,https://www.amazon.ca/CASIO-G-Shock-Master-MUDMASTER-GWG-100-1A8JF/dp/B0797JNZ91/ref=sr_1_3162?keywords=watch&qid=1655330949&s=fashion&sr=1-3162,https://m.media-amazon.com/images/I/91iOY0JJREL._AC_UL320_.jpg,G‐SHOCK
3747,"Men's Quartz Silicone Strap, Black, 20 Casual Watch (Model: NAPJSF001)",84.17,4.0,2,https://www.amazon.ca/Nautica-Quartz-Silicone-Strap-Casual/dp/B08JCYY8TK/ref=sr_1_3164?keywords=watch&qid=1655330949&s=fashion&sr=1-3164,https://m.media-amazon.com/images/I/81sA68IVWcL._AC_UL320_.jpg,Nautica
3748,"Men's Pro Diver 30615 Quartz Watch, Gold, Diver,Quartz Movement",67.72,4.9,14,https://www.amazon.ca/Invicta-Diver-30615Stainless-Steel-Watch/dp/B0819GKZRR/ref=sr_1_3165?keywords=watch&qid=1655330949&s=fashion&sr=1-3165,https://m.media-amazon.com/images/I/71n9XB2Nc9L._AC_UL320_.jpg,INVICTA
3749,Men's Wood Watch Stainless Steel Luxury Brand Design Analog Quartz Wrist Watches Waterproof Date Timepieces (Blue),60.99,4.2,34,https://www.amazon.ca/BOBO-BIRD-Stainless-Waterproof-Timepieces/dp/B07WTYD8V5/ref=sr_1_3166?keywords=watch&qid=1655330949&s=fashion&sr=1-3166,https://m.media-amazon.com/images/I/71JaMTKEgIL._AC_UL320_.jpg,BOBO BIRD
3750,Men's 16009 S1 Rally Analog Display Japanese Quartz Brown Watch,133.33,4.6,615,https://www.amazon.ca/Invicta-16009-Analog-Display-Japanese/dp/B00INNABYQ/ref=sr_1_3168?keywords=watch&qid=1655330949&s=fashion&sr=1-3168,https://m.media-amazon.com/images/I/91Up-21PgTL._AC_UL320_.jpg,INVICTA
3751,Wooden Watch for Men - Zittau Model - Lightweight Analog Wood Grain Watch for Him - Adjustable Band Fits Any Wrist,100.0,4.2,70,https://www.amazon.ca/ZEITHOLZ-Wooden-ZITTAU-Sandalwood-Sustainable/dp/B07334WXN5/ref=sr_1_3169?keywords=watch&qid=1655330949&s=fashion&sr=1-3169,https://m.media-amazon.com/images/I/81ySXkX2uXL._AC_UL320_.jpg,Zeitholz
3752,Men's MW600F-4AV 10-Year Battery Sport Watch,39.99,4.4,1037,https://www.amazon.ca/CASIO-MW600F-4AV-10-Year-Battery-Sport/dp/B004AOHQX6/ref=sr_1_3170?keywords=watch&qid=1655330949&s=fashion&sr=1-3170,https://m.media-amazon.com/images/I/91md6S6X2vL._AC_UL320_.jpg,Casio
